"DT_TOTALIZACAO     ","QT_SECOES_TOTAL","QT_APTOS_TOTAL","QT_SECOES_TOT","QT_SECOES_TOT_ACUMULADO","PE_SECOES_TOT_ACUMULADO                      ","QT_APTOS_TOT","QT_APTOS_TOT_ACUMULADO","QT_VOTOS_TOTAL","QT_VOTOS_TOTAL_ACUMULADO","QT_VOTOS_CONCORRENTES","QT_VOTOS_CONCORRENTES_ACUMULADO","CIRO_GOMES_QT_VOTOS_TOT","CIRO_GOMES_QT_VOTOS_TOT_ACUMULADO","CIRO_GOMES_PE_VOTOS_TOT_ACUMULADO            ","LULA_QT_VOTOS_TOT","LULA_QT_VOTOS_TOT_ACUMULADO","LULA_PE_VOTOS_TOT_ACUMULADO                  ","PADRE_KELMON_QT_VOTOS_TOT","PADRE_KELMON_QT_VOTOS_TOT_ACUMULADO","PADRE_KELMON_PE_VOTOS_TOT_ACUMULADO          ","SIMONE_TEBET_QT_VOTOS_TOT","SIMONE_TEBET_QT_VOTOS_TOT_ACUMULADO","SIMONE_TEBET_PE_VOTOS_TOT_ACUMULADO          ","VERA_QT_VOTOS_TOT","VERA_QT_VOTOS_TOT_ACUMULADO","VERA_PE_VOTOS_TOT_ACUMULADO                  ","SOFIA_MANZANO_QT_VOTOS_TOT","SOFIA_MANZANO_QT_VOTOS_TOT_ACUMULADO","SOFIA_MANZANO_PE_VOTOS_TOT_ACUMULADO         ","JAIR_BOLSONARO_QT_VOTOS_TOT","JAIR_BOLSONARO_QT_VOTOS_TOT_ACUMULADO","JAIR_BOLSONARO_PE_VOTOS_TOT_ACUMULADO        ","CONSTITUINTE_EYMAEL_QT_VOTOS_TOT","CONSTITUINTE_EYMAEL_QT_VOTOS_TOT_ACUMULADO","CONSTITUINTE_EYMAEL_PE_VOTOS_TOT_ACUMULADO   ","FELIPE_DAVILA_QT_VOTOS_TOT","FELIPE_DAVILA_QT_VOTOS_TOT_ACUMULADO","FELIPE_DAVILA_PE_VOTOS_TOT_ACUMULADO         ","SORAYA_THRONICKE_QT_VOTOS_TOT","SORAYA_THRONICKE_QT_VOTOS_TOT_ACUMULADO","SORAYA_THRONICKE_PE_VOTOS_TOT_ACUMULADO      ","LEO_PERICLES_QT_VOTOS_TOT","LEO_PERICLES_QT_VOTOS_TOT_ACUMULADO","LEO_PERICLES_PE_VOTOS_TOT_ACUMULADO          ","BRANCO_QT_VOTOS_TOT","BRANCO_QT_VOTOS_TOT_ACUMULADO","BRANCO_PE_VOTOS_TOT_ACUMULADO                ","NULO_QT_VOTOS_TOT","NULO_QT_VOTOS_TOT_ACUMULADO","NULO_PE_VOTOS_TOT_ACUMULADO"
"10/2/2022 17:04","472075","156454011","191","191","0.000405","132417","132417","61102","61102","58761","58761","2985","2985","0.050799","31612","31612","0.537976","102","102","0.001736","2596","2596","0.044179","124","124","0.00211","189","189","0.003216","19974","19974","0.339919","76","76","0.001293","806","806","0.013717","198","198","0.00337","99","99","0.001685","1336","1336","0.021865","1005","1005","0.016448"
"10/2/2022 17:04","472075","156454011","263","454","0.000962","186340","318757","82334","143436","79445","138206","4081","7066","0.051127","39064","70676","0.511382","106","208","0.001505","3513","6109","0.044202","168","292","0.002113","188","377","0.002728","30846","50820","0.367712","72","148","0.001071","1051","1857","0.013436","257","455","0.003292","99","198","0.001433","1626","2962","0.02065","1263","2268","0.015812"
"10/2/2022 17:04","472075","156454011","1","455","0.000964","580","319337","313","143749","311","138517","26","7092","0.051199","213","70889","0.511771","0","208","0.001502","12","6121","0.04419","0","292","0.002108","1","378","0.002729","55","50875","0.367283","1","149","0.001076","3","1860","0.013428","0","455","0.003285","0","198","0.001429","2","2964","0.020619","0","2268","0.015778"
"10/2/2022 17:06","472075","156454011","1","456","0.000966","167","319504","127","143876","121","138638","2","7094","0.051169","57","70946","0.511736","0","208","0.0015","10","6131","0.044223","0","292","0.002106","0","378","0.002727","52","50927","0.367338","0","149","0.001075","0","1860","0.013416","0","455","0.003282","0","198","0.001428","3","2967","0.020622","3","2271","0.015784"
"10/2/2022 17:06","472075","156454011","1","457","0.000968","259","319763","198","144074","188","138826","1","7095","0.051107","61","71007","0.511482","0","208","0.001498","12","6143","0.04425","0","292","0.002103","0","378","0.002723","113","51040","0.367654","0","149","0.001073","1","1861","0.013405","0","455","0.003277","0","198","0.001426","2","2969","0.020607","8","2279","0.015818"
"10/2/2022 17:07","472075","156454011","7","464","0.000983","2521","322284","2176","146250","2105","140931","53","7148","0.05072","703","71710","0.508831","4","212","0.001504","112","6255","0.044383","2","294","0.002086","0","378","0.002682","1197","52237","0.370657","0","149","0.001057","12","1873","0.01329","22","477","0.003385","0","198","0.001405","24","2993","0.020465","47","2326","0.015904"
"10/2/2022 17:07","472075","156454011","4","468","0.000991","1176","323460","962","147212","923","141854","33","7181","0.050622","275","71985","0.507458","2","214","0.001509","67","6322","0.044567","1","295","0.00208","0","378","0.002665","528","52765","0.371967","0","149","0.00105","9","1882","0.013267","8","485","0.003419","0","198","0.001396","11","3004","0.020406","28","2354","0.015991"
"10/2/2022 17:08","472075","156454011","2","470","0.000996","678","324138","537","147749","527","142381","19","7200","0.050569","215","72200","0.50709","0","214","0.001503","36","6358","0.044655","0","295","0.002072","0","378","0.002655","249","53014","0.372339","0","149","0.001046","3","1885","0.013239","4","489","0.003434","1","199","0.001398","5","3009","0.020366","5","2359","0.015966"
"10/2/2022 17:08","472075","156454011","33","503","0.001066","11203","335341","9385","157134","9075","151456","321","7521","0.049658","2960","75160","0.49625","5","219","0.001446","591","6949","0.045881","6","301","0.001987","4","382","0.002522","5006","58020","0.383082","3","152","0.001004","107","1992","0.013152","66","555","0.003664","6","205","0.001354","118","3127","0.0199","192","2551","0.016235"
"10/2/2022 17:08","472075","156454011","1","504","0.001068","295","335636","251","157385","243","151699","6","7527","0.049618","166","75326","0.496549","0","219","0.001444","1","6950","0.045814","0","301","0.001984","0","382","0.002518","70","58090","0.382929","0","152","0.001002","0","1992","0.013131","0","555","0.003659","0","205","0.001351","0","3127","0.019868","8","2559","0.016259"
"10/2/2022 17:09","472075","156454011","11","515","0.001091","3285","338921","2687","160072","2589","154288","124","7651","0.049589","974","76300","0.49453","2","221","0.001432","146","7096","0.045992","0","301","0.001951","3","385","0.002495","1307","59397","0.384975","1","153","0.000992","17","2009","0.013021","13","568","0.003681","2","207","0.001342","47","3174","0.019829","51","2610","0.016305"
"10/2/2022 17:09","472075","156454011","5","520","0.001102","1451","340372","1150","161222","1124","155412","41","7692","0.049494","660","76960","0.4952","2","223","0.001435","65","7161","0.046078","0","301","0.001937","0","385","0.002477","348","59745","0.38443","0","153","0.000984","2","2011","0.01294","6","574","0.003693","0","207","0.001332","9","3183","0.019743","17","2627","0.016294"
"10/2/2022 17:09","472075","156454011","22","542","0.001148","6872","347244","5671","166893","5450","160862","224","7916","0.04921","1764","78724","0.489388","4","227","0.001411","402","7563","0.047015","2","303","0.001884","1","386","0.0024","2947","62692","0.389725","0","153","0.000951","67","2078","0.012918","38","612","0.003805","1","208","0.001293","79","3262","0.019545","142","2769","0.016591"
"10/2/2022 17:09","472075","156454011","13","555","0.001176","4801","352045","4069","170962","3932","164794","111","8027","0.048709","1356","80080","0.48594","4","231","0.001402","205","7768","0.047138","1","304","0.001845","4","390","0.002367","2184","64876","0.393679","1","154","0.000935","10","2088","0.01267","52","664","0.004029","4","212","0.001286","52","3314","0.019384","85","2854","0.016694"
"10/2/2022 17:09","472075","156454011","1","556","0.001178","176","352221","156","171118","156","164950","2","8029","0.048675","138","80218","0.486317","0","231","0.0014","2","7770","0.047105","0","304","0.001843","0","390","0.002364","14","64890","0.393392","0","154","0.000934","0","2088","0.012658","0","664","0.004025","0","212","0.001285","0","3314","0.019367","0","2854","0.016679"
"10/2/2022 17:10","472075","156454011","1","557","0.00118","345","352566","289","171407","279","165229","7","8036","0.048636","122","80340","0.486234","0","231","0.001398","9","7779","0.04708","0","304","0.00184","0","390","0.00236","140","65030","0.393575","0","154","0.000932","0","2088","0.012637","1","665","0.004025","0","212","0.001283","4","3318","0.019357","6","2860","0.016685"
"10/2/2022 17:10","472075","156454011","23","580","0.001229","6629","359195","5565","176972","5404","170633","231","8267","0.048449","1916","82256","0.482064","2","233","0.001366","338","8117","0.04757","4","308","0.001805","2","392","0.002297","2841","67871","0.39776","1","155","0.000908","43","2131","0.012489","24","689","0.004038","2","214","0.001254","72","3390","0.019156","89","2949","0.016664"
"10/2/2022 17:10","472075","156454011","8","588","0.001246","2322","361517","1956","178928","1901","172534","59","8326","0.048257","832","83088","0.481575","5","238","0.001379","140","8257","0.047857","0","308","0.001785","0","392","0.002272","843","68714","0.398264","1","156","0.000904","7","2138","0.012392","12","701","0.004063","2","216","0.001252","20","3410","0.019058","35","2984","0.016677"
"10/2/2022 17:10","472075","156454011","29","617","0.001307","8811","370328","7267","186195","7025","179559","286","8612","0.047962","2633","85721","0.477397","8","246","0.00137","387","8644","0.04814","3","311","0.001732","2","394","0.002194","3618","72332","0.402831","1","157","0.000874","27","2165","0.012057","57","758","0.004221","3","219","0.00122","100","3510","0.018851","142","3126","0.016789"
"10/2/2022 17:10","472075","156454011","4","621","0.001315","1204","371532","962","187157","932","180491","30","8642","0.047881","425","86146","0.477287","0","246","0.001363","36","8680","0.048091","0","311","0.001723","0","394","0.002183","425","72757","0.403106","0","157","0.00087","11","2176","0.012056","5","763","0.004227","0","219","0.001213","6","3516","0.018786","24","3150","0.016831"
"10/2/2022 17:11","472075","156454011","2","623","0.00132","570","372102","484","187641","470","180961","19","8661","0.047861","197","86343","0.477136","0","246","0.001359","23","8703","0.048093","0","311","0.001719","0","394","0.002177","225","72982","0.403302","0","157","0.000868","4","2180","0.012047","2","765","0.004227","0","219","0.00121","6","3522","0.01877","8","3158","0.01683"
"10/2/2022 17:11","472075","156454011","38","661","0.0014","11523","383625","9447","197088","9101","190062","336","8997","0.047337","2844","89187","0.469252","7","253","0.001331","658","9361","0.049252","4","315","0.001657","3","397","0.002089","5083","78065","0.410734","1","158","0.000831","96","2276","0.011975","64","829","0.004362","5","224","0.001179","138","3660","0.01857","208","3366","0.017079"
"10/2/2022 17:11","472075","156454011","5","666","0.001411","1245","384870","1015","198103","982","191044","20","9017","0.047199","458","89645","0.469237","1","254","0.00133","21","9382","0.049109","0","315","0.001649","0","397","0.002078","479","78544","0.41113","0","158","0.000827","1","2277","0.011919","2","831","0.00435","0","224","0.001173","6","3666","0.018506","27","3393","0.017127"
"10/2/2022 17:11","472075","156454011","6","672","0.001424","1962","386832","1495","199598","1435","192479","15","9032","0.046925","636","90281","0.469043","0","254","0.00132","56","9438","0.049034","0","315","0.001637","0","397","0.002063","718","79262","0.411796","0","158","0.000821","1","2278","0.011835","9","840","0.004364","0","224","0.001164","30","3696","0.018517","30","3423","0.017149"
"10/2/2022 17:11","472075","156454011","10","682","0.001445","2982","389814","2525","202123","2470","194949","94","9126","0.046812","1134","91415","0.468918","3","257","0.001318","153","9591","0.049197","0","315","0.001616","2","399","0.002047","1066","80328","0.412046","0","158","0.00081","12","2290","0.011747","4","844","0.004329","2","226","0.001159","21","3717","0.01839","34","3457","0.017103"
"10/2/2022 17:11","472075","156454011","4","686","0.001453","1111","390925","890","203013","867","195816","17","9143","0.046692","302","91717","0.468384","1","258","0.001318","35","9626","0.049158","0","315","0.001609","0","399","0.002038","502","80830","0.412785","0","158","0.000807","3","2293","0.01171","7","851","0.004346","0","226","0.001154","4","3721","0.018329","19","3476","0.017122"
"10/2/2022 17:11","472075","156454011","22","708","0.0015","7360","398285","6029","209042","5796","201612","239","9382","0.046535","1699","93416","0.463345","9","267","0.001324","385","10011","0.049655","3","318","0.001577","2","401","0.001989","3340","84170","0.417485","0","158","0.000784","82","2375","0.01178","35","886","0.004395","2","228","0.001131","105","3826","0.018303","128","3604","0.017241"
"10/2/2022 17:12","472075","156454011","4","712","0.001508","986","399271","756","209798","737","202349","18","9400","0.046454","411","93827","0.463689","0","267","0.00132","31","10042","0.049627","0","318","0.001572","0","401","0.001982","276","84446","0.417328","0","158","0.000781","1","2376","0.011742","0","886","0.004379","0","228","0.001127","7","3833","0.01827","12","3616","0.017236"
"10/2/2022 17:12","472075","156454011","2","714","0.001512","406","399677","313","210111","304","202653","6","9406","0.046414","95","93922","0.463462","0","267","0.001318","14","10056","0.049622","0","318","0.001569","0","401","0.001979","187","84633","0.417625","0","158","0.00078","2","2378","0.011734","0","886","0.004372","0","228","0.001125","5","3838","0.018267","4","3620","0.017229"
"10/2/2022 17:12","472075","156454011","13","727","0.00154","5080","404757","4382","214493","4260","206913","130","9536","0.046087","1455","95377","0.460952","4","271","0.00131","267","10323","0.049891","1","319","0.001542","1","402","0.001943","2347","86980","0.42037","0","158","0.000764","9","2387","0.011536","43","929","0.00449","3","231","0.001116","35","3873","0.018057","87","3707","0.017283"
"10/2/2022 17:12","472075","156454011","3","730","0.001546","606","405363","471","214964","443","207356","16","9552","0.046066","280","95657","0.461318","0","271","0.001307","8","10331","0.049823","0","319","0.001538","0","402","0.001939","138","87118","0.420137","0","158","0.000762","1","2388","0.011516","0","929","0.00448","0","231","0.001114","5","3878","0.01804","23","3730","0.017352"
"10/2/2022 17:12","472075","156454011","26","756","0.001601","7980","413343","6732","221696","6523","213879","284","9836","0.045989","2263","97920","0.457829","6","277","0.001295","410","10741","0.05022","0","319","0.001491","5","407","0.001903","3488","90606","0.423632","3","161","0.000753","35","2423","0.011329","25","954","0.00446","4","235","0.001099","93","3971","0.017912","116","3846","0.017348"
"10/2/2022 17:12","472075","156454011","14","770","0.001631","4772","418115","4029","225725","3945","217824","130","9966","0.045753","1615","99535","0.456951","3","280","0.001285","242","10983","0.050421","3","322","0.001478","0","407","0.001868","1908","92514","0.424719","0","161","0.000739","18","2441","0.011206","23","977","0.004485","3","238","0.001093","30","4001","0.017725","54","3900","0.017278"
"10/2/2022 17:13","472075","156454011","46","816","0.001729","14859","432974","12292","238017","11937","229761","526","10492","0.045665","4335","103870","0.452078","10","290","0.001262","702","11685","0.050857","2","324","0.00141","8","415","0.001806","6228","98742","0.42976","3","164","0.000714","40","2481","0.010798","75","1052","0.004579","8","246","0.001071","160","4161","0.017482","195","4095","0.017205"
"10/2/2022 17:13","472075","156454011","33","849","0.001798","9179","442153","7210","245227","7025","236786","252","10744","0.045374","2513","106383","0.449279","9","299","0.001263","338","12023","0.050776","0","324","0.001368","3","418","0.001765","3828","102570","0.433176","3","167","0.000705","35","2516","0.010626","40","1092","0.004612","4","250","0.001056","70","4231","0.017253","115","4210","0.017168"
"10/2/2022 17:13","472075","156454011","1","850","0.001801","243","442396","177","245404","171","236957","1","10745","0.045346","43","106426","0.449136","0","299","0.001262","7","12030","0.050769","0","324","0.001367","0","418","0.001764","118","102688","0.433361","0","167","0.000705","1","2517","0.010622","1","1093","0.004613","0","250","0.001055","5","4236","0.017261","1","4211","0.017159"
"10/2/2022 17:13","472075","156454011","27","877","0.001858","9152","451548","7462","252866","7175","244132","297","11042","0.04523","2058","108484","0.444366","6","305","0.001249","581","12611","0.051656","1","325","0.001331","7","425","0.001741","4066","106754","0.43728","5","172","0.000705","112","2629","0.010769","38","1131","0.004633","4","254","0.00104","119","4355","0.017223","168","4379","0.017317"
"10/2/2022 17:13","472075","156454011","4","881","0.001866","1463","453011","1207","254073","1135","245267","29","11071","0.045139","303","108787","0.443545","1","306","0.001248","68","12679","0.051695","0","325","0.001325","0","425","0.001733","711","107465","0.438155","0","172","0.000701","9","2638","0.010756","14","1145","0.004668","0","254","0.001036","33","4388","0.017271","39","4418","0.017389"
"10/2/2022 17:13","472075","156454011","2","883","0.00187","521","453532","429","254502","414","245681","9","11080","0.045099","201","108988","0.443616","2","308","0.001254","16","12695","0.051673","0","325","0.001323","0","425","0.00173","184","107649","0.438166","0","172","0.0007","2","2640","0.010746","0","1145","0.004661","0","254","0.001034","5","4393","0.017261","10","4428","0.017399"
"10/2/2022 17:13","472075","156454011","1","884","0.001873","133","453665","110","254612","108","245789","1","11081","0.045083","35","109023","0.443563","0","308","0.001253","3","12698","0.051662","0","325","0.001322","0","425","0.001729","69","107718","0.438254","0","172","0.0007","0","2640","0.010741","0","1145","0.004658","0","254","0.001033","2","4395","0.017262","0","4428","0.017391"
"10/2/2022 17:13","472075","156454011","3","887","0.001879","648","454313","555","255167","545","246334","6","11087","0.045008","153","109176","0.443203","0","308","0.00125","12","12710","0.051597","0","325","0.001319","0","425","0.001725","369","108087","0.438782","0","172","0.000698","1","2641","0.010721","4","1149","0.004664","0","254","0.001031","1","4396","0.017228","9","4437","0.017389"
"10/2/2022 17:13","472075","156454011","4","891","0.001887","1106","455419","906","256073","879","247213","18","11105","0.044921","571","109747","0.443937","0","308","0.001246","11","12721","0.051458","0","325","0.001315","0","425","0.001719","277","108364","0.438343","1","173","0.0007","0","2641","0.010683","1","1150","0.004652","0","254","0.001027","5","4401","0.017187","22","4459","0.017413"
"10/2/2022 17:13","472075","156454011","3","894","0.001894","940","456359","779","256852","758","247971","24","11129","0.04488","278","110025","0.443701","0","308","0.001242","20","12741","0.051381","1","326","0.001315","0","425","0.001714","430","108794","0.438737","0","173","0.000698","5","2646","0.010671","0","1150","0.004638","0","254","0.001024","6","4407","0.017158","15","4474","0.017419"
"10/2/2022 17:13","472075","156454011","9","903","0.001913","2776","459135","2253","259105","2206","250177","70","11199","0.044764","1112","111137","0.444233","1","309","0.001235","117","12858","0.051396","2","328","0.001311","1","426","0.001703","881","109675","0.43839","0","173","0.000692","6","2652","0.0106","14","1164","0.004653","2","256","0.001023","13","4420","0.017059","34","4508","0.017398"
"10/2/2022 17:14","472075","156454011","21","924","0.001957","5873","465008","4749","263854","4581","254758","158","11357","0.04458","1847","112984","0.443495","3","312","0.001225","224","13082","0.051351","1","329","0.001291","3","429","0.001684","2298","111973","0.439527","0","173","0.000679","17","2669","0.010477","25","1189","0.004667","5","261","0.001025","71","4491","0.017021","97","4605","0.017453"
"10/2/2022 17:14","472075","156454011","16","940","0.001991","5420","470428","4537","268391","4395","259153","180","11537","0.044518","1275","114259","0.440894","7","319","0.001231","350","13432","0.05183","1","330","0.001273","1","430","0.001659","2456","114429","0.44155","1","174","0.000671","87","2756","0.010635","34","1223","0.004719","3","264","0.001019","64","4555","0.016972","78","4683","0.017448"
"10/2/2022 17:14","472075","156454011","1","941","0.001993","174","470602","159","268550","155","259308","2","11539","0.044499","76","114335","0.440924","0","319","0.00123","12","13444","0.051846","0","330","0.001273","0","430","0.001658","64","114493","0.441533","0","174","0.000671","0","2756","0.010628","1","1224","0.00472","0","264","0.001018","4","4559","0.016976","0","4683","0.017438"
"10/2/2022 17:14","472075","156454011","4","945","0.002002","1327","471929","1112","269662","1065","260373","45","11584","0.04449","340","114675","0.440426","1","320","0.001229","49","13493","0.051822","0","330","0.001267","0","430","0.001651","617","115110","0.442097","0","174","0.000668","5","2761","0.010604","8","1232","0.004732","0","264","0.001014","22","4581","0.016988","25","4708","0.017459"
"10/2/2022 17:14","472075","156454011","2","947","0.002006","508","472437","407","270069","391","260764","2","11586","0.044431","175","114850","0.440437","0","320","0.001227","9","13502","0.051779","0","330","0.001266","0","430","0.001649","202","115312","0.442208","0","174","0.000667","2","2763","0.010596","1","1233","0.004728","0","264","0.001012","9","4590","0.016996","7","4715","0.017459"
"10/2/2022 17:14","472075","156454011","4","951","0.002015","1152","473589","961","271030","938","261702","8","11594","0.044302","395","115245","0.440367","0","320","0.001223","47","13549","0.051773","0","330","0.001261","1","431","0.001647","472","115784","0.442427","0","174","0.000665","4","2767","0.010573","11","1244","0.004753","0","264","0.001009","8","4598","0.016965","15","4730","0.017452"
"10/2/2022 17:14","472075","156454011","30","981","0.002078","11574","485163","9785","280815","9479","271181","306","11900","0.043882","3271","118516","0.437037","6","326","0.001202","525","14074","0.051899","0","330","0.001217","5","436","0.001608","5220","121004","0.446211","1","175","0.000645","50","2817","0.010388","94","1338","0.004934","1","265","0.000977","121","4719","0.016805","185","4915","0.017503"
"10/2/2022 17:14","472075","156454011","6","987","0.002091","2113","487276","1767","282582","1711","272892","29","11929","0.043713","711","119227","0.436902","0","326","0.001195","67","14141","0.051819","1","331","0.001213","1","437","0.001601","877","121881","0.446627","0","175","0.000641","9","2826","0.010356","15","1353","0.004958","1","266","0.000975","20","4739","0.01677","36","4951","0.017521"
"10/2/2022 17:14","472075","156454011","2","989","0.002095","396","487672","259","282841","254","273146","2","11931","0.04368","153","119380","0.437056","0","326","0.001194","7","14148","0.051796","0","331","0.001212","0","437","0.0016","89","121970","0.446538","0","175","0.000641","1","2827","0.01035","2","1355","0.004961","0","266","0.000974","2","4741","0.016762","3","4954","0.017515"
"10/2/2022 17:14","472075","156454011","7","996","0.00211","1946","489618","1654","284495","1615","274761","34","11965","0.043547","735","120115","0.437162","0","326","0.001186","55","14203","0.051692","0","331","0.001205","1","438","0.001594","782","122752","0.446759","0","175","0.000637","1","2828","0.010293","6","1361","0.004953","1","267","0.000972","17","4758","0.016724","22","4976","0.017491"
"10/2/2022 17:14","472075","156454011","2","998","0.002114","480","490098","382","284877","373","275134","7","11972","0.043513","194","120309","0.437274","0","326","0.001185","10","14213","0.051658","0","331","0.001203","0","438","0.001592","160","122912","0.446735","0","175","0.000636","1","2829","0.010282","1","1362","0.00495","0","267","0.00097","3","4761","0.016712","6","4982","0.017488"
"10/2/2022 17:14","472075","156454011","62","1060","0.002245","18806","508904","15646","300523","15150","290284","674","12646","0.043564","5559","125868","0.433603","9","335","0.001154","1009","15222","0.052438","5","336","0.001157","15","453","0.001561","7727","130639","0.450039","9","184","0.000634","82","2911","0.010028","53","1415","0.004875","8","275","0.000947","202","4963","0.016515","294","5276","0.017556"
"10/2/2022 17:14","472075","156454011","4","1064","0.002254","1304","510208","1074","301597","1054","291338","30","12676","0.04351","518","126386","0.433812","1","336","0.001153","61","15283","0.052458","1","337","0.001157","1","454","0.001558","433","131072","0.449897","0","184","0.000632","2","2913","0.009999","7","1422","0.004881","0","275","0.000944","10","4973","0.016489","10","5286","0.017527"
"10/2/2022 17:15","472075","156454011","33","1097","0.002324","10535","520743","8613","310210","8302","299640","321","12997","0.043375","2855","129241","0.431321","12","348","0.001161","496","15779","0.05266","0","337","0.001125","8","462","0.001542","4463","135535","0.452326","2","186","0.000621","90","3003","0.010022","52","1474","0.004919","3","278","0.000928","143","5116","0.016492","168","5454","0.017582"
"10/2/2022 17:15","472075","156454011","25","1122","0.002377","6871","527614","5457","315667","5246","304886","164","13161","0.043167","1744","130985","0.42962","4","352","0.001155","279","16058","0.052669","1","338","0.001109","4","466","0.001528","2982","138517","0.454324","1","187","0.000613","26","3029","0.009935","38","1512","0.004959","3","281","0.000922","84","5200","0.016473","127","5581","0.01768"
"10/2/2022 17:15","472075","156454011","3","1125","0.002383","753","528367","630","316297","607","305493","12","13173","0.04312","292","131277","0.429722","0","352","0.001152","15","16073","0.052613","0","338","0.001106","0","466","0.001525","287","138804","0.454361","0","187","0.000612","0","3029","0.009915","1","1513","0.004953","0","281","0.00092","9","5209","0.016469","14","5595","0.017689"
"10/2/2022 17:15","472075","156454011","43","1168","0.002474","13210","541577","11055","327352","10715","316208","472","13645","0.043152","3959","135236","0.427681","10","362","0.001145","690","16763","0.053013","4","342","0.001082","10","476","0.001505","5436","144240","0.456155","5","192","0.000607","80","3109","0.009832","41","1554","0.004914","8","289","0.000914","146","5355","0.016359","194","5789","0.017684"
"10/2/2022 17:15","472075","156454011","22","1190","0.002521","6303","547880","5295","332647","5152","321360","189","13834","0.043048","2381","137617","0.428233","6","368","0.001145","327","17090","0.05318","5","347","0.00108","0","476","0.001481","2189","146429","0.455654","0","192","0.000597","19","3128","0.009734","32","1586","0.004935","4","293","0.000912","63","5418","0.016288","80","5869","0.017643"
"10/2/2022 17:16","472075","156454011","21","1211","0.002565","7154","555034","5954","338601","5758","327118","198","14032","0.042896","2313","139930","0.427766","9","377","0.001152","275","17365","0.053085","1","348","0.001064","4","480","0.001467","2890","149319","0.456468","1","193","0.00059","23","3151","0.009633","42","1628","0.004977","2","295","0.000902","80","5498","0.016237","116","5985","0.017676"
"10/2/2022 17:16","472075","156454011","2","1213","0.00257","611","555645","461","339062","432","327550","8","14040","0.042864","110","140040","0.427538","0","377","0.001151","27","17392","0.053097","0","348","0.001062","0","480","0.001465","283","149602","0.45673","0","193","0.000589","2","3153","0.009626","2","1630","0.004976","0","295","0.000901","11","5509","0.016248","18","6003","0.017705"
"10/2/2022 17:16","472075","156454011","3","1216","0.002576","983","556628","773","339835","753","328303","21","14061","0.042829","246","140286","0.427306","0","377","0.001148","44","17436","0.053109","0","348","0.00106","0","480","0.001462","432","150034","0.456999","0","193","0.000588","7","3160","0.009625","3","1633","0.004974","0","295","0.000899","10","5519","0.01624","10","6013","0.017694"
"10/2/2022 17:16","472075","156454011","19","1235","0.002616","6331","562959","5136","344971","4912","333215","197","14258","0.042789","1609","141895","0.425836","2","379","0.001137","329","17765","0.053314","0","348","0.001044","3","483","0.00145","2654","152688","0.458227","2","195","0.000585","75","3235","0.009708","41","1674","0.005024","0","295","0.000885","93","5612","0.016268","131","6144","0.01781"
"10/2/2022 17:16","472075","156454011","3","1238","0.002622","743","563702","610","345581","589","333804","10","14268","0.042744","283","142178","0.425933","0","379","0.001135","23","17788","0.053289","0","348","0.001043","0","483","0.001447","272","152960","0.458233","0","195","0.000584","0","3235","0.009691","1","1675","0.005018","0","295","0.000884","10","5622","0.016268","11","6155","0.017811"
"10/2/2022 17:16","472075","156454011","15","1253","0.002654","4500","568202","3648","349229","3557","337361","115","14383","0.042634","1158","143336","0.424874","4","383","0.001135","182","17970","0.053266","1","349","0.001035","0","483","0.001432","2050","155010","0.459478","3","198","0.000587","27","3262","0.009669","16","1691","0.005012","1","296","0.000877","38","5660","0.016207","53","6208","0.017776"
"10/2/2022 17:16","472075","156454011","4","1257","0.002663","495","568697","358","349587","357","337718","3","14386","0.042598","274","143610","0.425236","2","385","0.00114","2","17972","0.053216","0","349","0.001033","0","483","0.00143","68","155078","0.459194","0","198","0.000586","1","3263","0.009662","7","1698","0.005028","0","296","0.000876","0","5660","0.016191","1","6209","0.017761"
"10/2/2022 17:16","472075","156454011","4","1261","0.002671","1345","570042","1169","350756","1135","338853","23","14409","0.042523","419","144029","0.425049","0","385","0.001136","58","18030","0.053209","0","349","0.00103","0","483","0.001425","625","155703","0.4595","0","198","0.000584","4","3267","0.009641","6","1704","0.005029","0","296","0.000874","13","5673","0.016174","21","6230","0.017762"
"10/2/2022 17:16","472075","156454011","3","1264","0.002678","881","570923","718","351474","696","339549","12","14421","0.042471","301","144330","0.425064","0","385","0.001134","23","18053","0.053168","0","349","0.001028","0","483","0.001422","356","156059","0.459607","0","198","0.000583","0","3267","0.009622","4","1708","0.00503","0","296","0.000872","8","5681","0.016163","14","6244","0.017765"
"10/2/2022 17:16","472075","156454011","7","1271","0.002692","2282","573205","1858","353332","1804","341353","71","14492","0.042455","661","144991","0.424754","0","385","0.001128","58","18111","0.053057","0","349","0.001022","0","483","0.001415","1004","157063","0.460119","0","198","0.00058","5","3272","0.009585","5","1713","0.005018","0","296","0.000867","21","5702","0.016138","33","6277","0.017765"
"10/2/2022 17:16","472075","156454011","50","1321","0.002798","15336","588541","12688","366020","12285","353638","496","14988","0.042382","4356","149347","0.422316","10","395","0.001117","747","18858","0.053326","2","351","0.000993","5","488","0.00138","6540","163603","0.462628","3","201","0.000568","76","3348","0.009467","43","1756","0.004966","7","303","0.000857","155","5857","0.016002","248","6525","0.017827"
